InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
570458,22952,60 CAKE CASES VINTAGE CHRISTMAS,6,10/10/2011 15:39,0.55,14535,United Kingdom
568046,23329,DECORATIVE WICKER HEART LARGE,1,9/23/2011 12:16,1.65,18118,United Kingdom
539267,21928,JUMBO BAG SCANDINAVIAN PAISLEY,20,12/16/2010 15:23,1.95,13534,United Kingdom
C578832,23285,PINK VINTAGE SPOT BEAKER,-2,11/25/2011 15:18,0.85,13069,United Kingdom
563933,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,7,8/21/2011 15:54,2.95,16536,United Kingdom
542614,21754,HOME BUILDING BLOCK WORD,3,1/30/2011 14:37,5.95,15708,United Kingdom
536845,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,12/2/2010 19:18,6.95,17961,United Kingdom
551471,20728,LUNCH BAG CARS BLUE,1,4/28/2011 16:40,1.65,16370,United Kingdom
560920,22848,BREAD BIN DINER STYLE PINK,4,7/21/2011 18:36,14.95,15370,United Kingdom
573485,23115,RED APPLES CHOPPING BOARD   ,2,10/31/2011 11:37,4.95,15752,United Kingdom
570281,22779,WOODEN OWLS LIGHT GARLAND ,48,10/10/2011 11:14,3.75,17949,United Kingdom
559928,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,12,7/14/2011 8:52,3.75,12405,Finland
573748,22083,PAPER CHAIN KIT RETROSPOT,12,11/1/2011 9:24,2.95,14911,EIRE
547730,21231,SWEETHEART CERAMIC TRINKET BOX,16,3/25/2011 11:01,1.25,14796,United Kingdom
556482,21243,PINK  POLKADOT PLATE ,8,6/12/2011 13:04,1.69,17242,United Kingdom
571054,16054,POPART RECT PENCIL SHARPENER ASST,36,10/13/2011 13:58,0.12,14234,United Kingdom
575177,21992,VINTAGE PAISLEY STATIONERY SET,1,11/8/2011 18:41,2.46,,United Kingdom
572096,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,2,10/20/2011 15:20,1.25,16813,United Kingdom
570129,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,10/7/2011 13:34,1.95,12885,United Kingdom
539676,POST,POSTAGE,3,12/21/2010 10:54,15,12423,Belgium
573777,22553,PLASTERS IN TIN SKULLS,12,11/1/2011 10:49,1.65,13726,United Kingdom
569843,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,4,10/6/2011 13:29,0.39,14449,United Kingdom
C549731,21746,SMALL RED RETROSPOT WINDMILL,-2,4/11/2011 16:36,1.25,13266,United Kingdom
567092,21507,ELEPHANT BIRTHDAY CARD ,12,9/16/2011 12:48,0.42,13196,United Kingdom
581217,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,12/8/2011 9:20,4.96,,United Kingdom
563533,22818,CARD CHRISTMAS VILLAGE,48,8/17/2011 11:14,0.42,16241,United Kingdom
570218,23522,DOG AND BALL WALL ART,6,10/9/2011 12:20,2.89,16873,United Kingdom
536592,47599A,PINK PARTY BAGS,1,12/1/2010 17:06,4.21,,United Kingdom
559338,21494,ROTATING LEAVES T-LIGHT HOLDER,3,7/7/2011 16:30,1.63,,United Kingdom
560223,20677,PINK POLKADOT BOWL,1,7/15/2011 15:32,1.25,16904,United Kingdom
580731,20973,12 PENCIL SMALL TUBE WOODLAND,1,12/5/2011 17:36,0.65,17383,United Kingdom
538625,17165D,ASS COL LARGE SAND FROG P'WEIGHT,4,12/13/2010 12:50,1.05,14544,United Kingdom
C556281,POST,POSTAGE,-1,6/9/2011 20:32,4.05,14040,United Kingdom
550542,22662,LUNCH BAG DOLLY GIRL DESIGN,1,4/19/2011 11:37,4.13,,United Kingdom
559338,22228,BUNNY WOODEN PAINTED WITH BIRD ,3,7/7/2011 16:30,0.83,,United Kingdom
562715,22357,KINGS CHOICE BISCUIT TIN,1,8/8/2011 15:34,4.13,,United Kingdom
544664,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2/22/2011 14:55,1.25,16045,United Kingdom
580502,22996,TRAVEL CARD WALLET VINTAGE TICKET,3,12/4/2011 13:15,0.42,16931,United Kingdom
540257,21361,LOVE LARGE WOOD LETTERS ,3,1/5/2011 17:33,12.75,12748,United Kingdom
543461,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2/8/2011 13:35,4.13,,United Kingdom
540352,22740,POLKADOT PEN,2,1/6/2011 14:27,1.66,,United Kingdom
566091,21363,HOME SMALL WOOD LETTERS,1,9/9/2011 10:37,4.95,17870,United Kingdom
560551,23250,VINTAGE RED TRIM ENAMEL BOWL ,1,7/19/2011 12:47,1.25,18041,United Kingdom
575138,22144,CHRISTMAS CRAFT LITTLE FRIENDS,10,11/8/2011 15:24,4.13,,United Kingdom
558881,21668,RED STRIPE CERAMIC DRAWER KNOB,12,7/4/2011 14:36,1.25,12705,Germany
538917,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,4,12/15/2010 10:57,1.65,17449,United Kingdom
557623,23286,BLUE VINTAGE SPOT BEAKER,8,6/21/2011 14:15,0.85,15498,United Kingdom
551960,21116,OWL DOORSTOP,3,5/5/2011 12:38,4.95,18239,United Kingdom
579091,21642,ASSORTED TUTTI FRUTTI PEN,24,11/28/2011 10:49,0.29,14893,United Kingdom
558066,21094,SET/6 RED SPOTTY PAPER PLATES,75,6/24/2011 15:45,0.83,,United Kingdom
575739,21137,BLACK RECORD COVER FRAME,1,11/11/2011 9:05,7.46,,United Kingdom
545683,22189,CREAM HEART CARD HOLDER,2,3/6/2011 11:50,3.95,14903,United Kingdom
548894,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,4/4/2011 16:01,2.46,,United Kingdom
561537,23337,EGG FRYING PAN MINT ,6,7/28/2011 9:58,2.08,13870,United Kingdom
536681,22633,HAND WARMER UNION JACK,2,12/2/2010 12:22,2.1,17287,United Kingdom
549250,21967,PACK OF 12 SKULL TISSUES,12,4/7/2011 12:10,0.29,14446,United Kingdom
560434,22035,VINTAGE CARAVAN GREETING CARD ,3,7/18/2011 15:56,0.83,,United Kingdom
564820,85131C,BEADED CRYSTAL HEART BLUE ON STICK,3,8/30/2011 12:16,0.83,,United Kingdom
572720,84559B,3D SHEET OF CAT STICKERS,1,10/25/2011 15:04,0.85,13978,United Kingdom
572703,22130,PARTY CONE CHRISTMAS DECORATION ,12,10/25/2011 14:35,0.85,16110,United Kingdom
571712,22467,GUMBALL COAT RACK,6,10/18/2011 16:46,2.55,14056,United Kingdom
557233,22727,ALARM CLOCK BAKELIKE RED ,3,6/17/2011 14:44,3.75,15356,United Kingdom
536956,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,4,12/3/2010 12:43,9.95,14210,United Kingdom
571709,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,10/18/2011 15:52,1.25,16463,United Kingdom
579676,22284,HEN HOUSE DECORATION,12,11/30/2011 13:13,1.65,17502,United Kingdom
538566,20719,WOODLAND CHARLOTTE BAG,1,12/13/2010 11:21,1.66,,United Kingdom
541570,22551,PLASTERS IN TIN SPACEBOY,384,1/19/2011 12:34,1.45,14646,Netherlands
564666,21481,FAWN BLUE HOT WATER BOTTLE,6,8/26/2011 14:51,2.95,12492,Germany
556085,21937,STRAWBERRY   PICNIC BAG,1,6/8/2011 15:23,5.79,,United Kingdom
573130,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4,10/27/2011 16:41,4.95,13969,United Kingdom
558328,23310,BUBBLEGUM RING ASSORTED,72,6/28/2011 12:09,0.42,15146,United Kingdom
558235,48194,DOORMAT HEARTS,2,6/27/2011 14:41,7.95,16242,United Kingdom
541830,21731,RED TOADSTOOL LED NIGHT LIGHT,4,1/21/2011 17:09,3.29,,United Kingdom
541592,85174,S/4 CACTI CANDLES,2,1/19/2011 15:08,4.13,,United Kingdom
542863,15056P,EDWARDIAN PARASOL PINK,3,2/1/2011 11:58,5.95,13494,United Kingdom
580520,22123,PING MICROWAVE APRON,1,12/4/2011 14:55,0.79,13521,United Kingdom
571061,23066,SMALL DECO JEWELLERY STAND,1,10/13/2011 14:33,16.63,,United Kingdom
557019,22374,AIRLINE BAG VINTAGE JET SET RED,1,6/16/2011 12:45,4.25,15907,United Kingdom
551528,47422,ASSORTED MONKEY SUCTION CUP HOOK,6,5/1/2011 12:54,0.42,12841,United Kingdom
574684,22955,36 FOIL STAR CAKE CASES ,6,11/6/2011 12:56,2.1,17581,United Kingdom
569261,22429,ENAMEL MEASURING JUG CREAM,1,10/3/2011 11:34,4.25,17321,United Kingdom
573137,21917,SET 12 KIDS  WHITE CHALK STICKS,1,10/27/2011 17:15,0.83,,United Kingdom
572090,21034,REX CASH+CARRY JUMBO SHOPPER,2,10/20/2011 14:33,0.95,13573,United Kingdom
572672,23159,SET OF 5 PANCAKE DAY MAGNETS,36,10/25/2011 13:15,2.08,13340,United Kingdom
581219,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,12/8/2011 9:28,4.96,,United Kingdom
557503,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,6,6/20/2011 15:47,2.08,16839,United Kingdom
541795,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,1/21/2011 13:47,4.95,14692,United Kingdom
567673,23201,JUMBO BAG ALPHABET,4,9/21/2011 15:43,4.13,,United Kingdom
562448,20724,RED RETROSPOT CHARLOTTE BAG,100,8/4/2011 19:22,0.72,17428,United Kingdom
578844,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,11/25/2011 16:14,1.25,,United Kingdom
562369,21770,OPEN CLOSED METAL SIGN,10,8/4/2011 14:12,4.95,17584,United Kingdom
554483,22296,HEART IVORY TRELLIS LARGE,12,5/24/2011 12:57,1.65,13771,United Kingdom
570688,23620,SET 10 CARDS PERFECT POST 17090,1,10/11/2011 16:29,2.49,,United Kingdom
547785,22192,BLUE DINER WALL CLOCK,2,3/25/2011 11:41,8.5,13097,United Kingdom
551305,21232,STRAWBERRY CERAMIC TRINKET BOX,12,4/27/2011 14:58,1.25,16145,United Kingdom
567901,22466,FAIRY TALE COTTAGE NIGHT LIGHT,2,9/22/2011 16:28,4.13,,United Kingdom
576056,23263,SET OF 3 WOODEN HEART DECORATIONS,12,11/13/2011 15:04,1.25,17720,United Kingdom
568049,21770,OPEN CLOSED METAL SIGN,2,9/23/2011 12:38,4.95,17841,United Kingdom
581133,21209,MULTICOLOUR HONEYCOMB FAN,12,12/7/2011 12:55,0.39,14904,United Kingdom
541869,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,1/24/2011 9:35,2.46,,United Kingdom
564077,82551,LAUNDRY 15C METAL SIGN,2,8/22/2011 15:42,1.45,14711,United Kingdom
573749,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,11/1/2011 9:26,1.25,17389,United Kingdom
558769,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,36,7/3/2011 14:58,0.38,17899,United Kingdom
556960,22149,FELTCRAFT 6 FLOWER FRIENDS,6,6/16/2011 9:28,2.1,14844,United Kingdom
568898,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,9/29/2011 13:17,0.42,13354,United Kingdom
550328,21592,RETROSPOT CIGAR BOX MATCHES ,1,4/17/2011 13:18,1.25,17582,United Kingdom
562435,22624,IVORY KITCHEN SCALES,4,8/4/2011 17:51,8.5,12693,Germany
574023,22487,WHITE WOOD GARDEN PLANT LADDER,1,11/2/2011 12:20,9.95,14390,United Kingdom
565152,20727,LUNCH BAG  BLACK SKULL.,4,9/1/2011 14:42,1.65,17799,United Kingdom
557762,23199,JUMBO BAG APPLES,10,6/22/2011 14:01,2.08,15810,United Kingdom
549249,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,4/7/2011 12:04,2.55,12423,Belgium
543826,22697,GREEN REGENCY TEACUP AND SAUCER,2,2/14/2011 9:41,5.79,,United Kingdom
543737,22690,DOORMAT HOME SWEET HOME BLUE ,4,2/11/2011 12:45,7.95,12477,Germany
539484,22109,FULL ENGLISH BREAKFAST PLATE,1,12/19/2010 15:44,3.75,15640,United Kingdom
553856,82578,KITCHEN METAL SIGN,1,5/19/2011 13:28,0.55,16813,United Kingdom
546017,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,4,3/8/2011 17:23,2.95,14507,United Kingdom
581492,46776F,WOVEN ROSE GARDEN CUSHION COVER ,6,12/9/2011 10:03,4.13,,United Kingdom
536982,22082,RIBBON REEL STRIPES DESIGN ,1,12/3/2010 14:27,4.21,,United Kingdom
560996,21556,CERAMIC STRAWBERRY MONEY BOX,2,7/22/2011 13:53,2.55,17625,United Kingdom
540994,21086,SET/6 RED SPOTTY PAPER CUPS,12,1/13/2011 9:29,0.65,13089,United Kingdom
544421,22697,GREEN REGENCY TEACUP AND SAUCER,6,2/18/2011 15:21,2.95,13951,United Kingdom
547350,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,3/22/2011 12:05,3.75,17272,United Kingdom
564380,20996,JAZZ HEARTS ADDRESS BOOK,48,8/25/2011 10:39,0.19,14314,United Kingdom
571931,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,10/19/2011 16:59,4.96,,United Kingdom
560926,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,7,7/22/2011 9:20,0.83,,United Kingdom
575138,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,4,11/8/2011 15:24,3.29,,United Kingdom
569866,22384,LUNCH BAG PINK POLKADOT,20,10/6/2011 14:50,1.65,12757,Portugal
571714,22811,SET OF 6 T-LIGHTS CACTI ,1,10/18/2011 17:00,5.79,,United Kingdom
539087,22960,JAM MAKING SET WITH JARS,24,12/16/2010 9:44,3.75,13093,United Kingdom
562590,22464,HANGING METAL HEART LANTERN,24,8/7/2011 15:39,1.65,12748,United Kingdom
551284,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,3,4/27/2011 14:05,2.55,15005,United Kingdom
580399,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,12/4/2011 11:45,0.85,13471,United Kingdom
548400,22491,PACK OF 12 COLOURED PENCILS,1,3/30/2011 17:33,0.85,17400,United Kingdom
540821,84754,S/15 SILVER GLASS BAUBLES IN BAG,1,1/11/2011 13:16,2.51,,United Kingdom
555819,22673,FRENCH GARDEN SIGN BLUE METAL,12,6/7/2011 12:00,1.25,15073,United Kingdom
578944,22097,SWALLOW SQUARE TISSUE BOX,2,11/27/2011 13:41,0.39,16005,United Kingdom
557604,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,6/21/2011 12:03,0.42,15039,United Kingdom
546915,84879,ASSORTED COLOUR BIRD ORNAMENT,16,3/18/2011 8:31,1.69,15695,United Kingdom
564335,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,8/24/2011 14:23,3.95,15800,United Kingdom
559028,22189,CREAM HEART CARD HOLDER,4,7/5/2011 14:27,3.95,12839,United Kingdom
548732,22383,LUNCH BAG SUKI  DESIGN ,10,4/4/2011 10:16,1.65,16142,United Kingdom
572565,21484,CHICK GREY HOT WATER BOTTLE,6,10/25/2011 10:17,4.25,16762,United Kingdom
562558,23438, RED SPOT GIFT BAG LARGE,12,8/5/2011 16:43,1.25,13451,United Kingdom
542930,20718,RED RETROSPOT SHOPPER BAG,40,2/2/2011 10:41,1.25,14233,United Kingdom
574678,21524,DOORMAT SPOTTY HOME SWEET HOME,2,11/6/2011 12:36,8.25,13365,United Kingdom
579167,22816,CARD MOTORBIKE SANTA,48,11/28/2011 14:06,0.42,16800,United Kingdom
558620,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,6/30/2011 16:39,2.08,15584,United Kingdom
562968,20726,LUNCH BAG WOODLAND,10,8/11/2011 10:55,1.65,14291,United Kingdom
566495,21479,WHITE SKULL HOT WATER BOTTLE ,2,9/13/2011 11:14,4.25,15529,United Kingdom
564052,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,8/22/2011 13:40,1.65,15033,United Kingdom
575659,22065,CHRISTMAS PUDDING TRINKET POT ,48,11/10/2011 14:35,0.39,13576,United Kingdom
547100,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,3/21/2011 10:31,0.55,15615,United Kingdom
572026,23554,LANDMARK FRAME OXFORD STREET,3,10/20/2011 11:40,12.5,13245,United Kingdom
564850,47566,PARTY BUNTING,2,8/30/2011 16:43,4.95,17298,United Kingdom
564302,23212,HEART WREATH DECORATION WITH BELL,12,8/24/2011 12:00,1.25,15932,United Kingdom
548162,22380,TOY TIDY SPACEBOY  ,2,3/29/2011 13:42,4.13,,United Kingdom
563913,23237,SET OF 4 KNICK KNACK TINS LEAF,6,8/21/2011 13:11,4.15,14911,EIRE
573564,21622,VINTAGE UNION JACK CUSHION COVER,4,10/31/2011 13:58,4.95,16127,United Kingdom
541593,22852,DOG BOWL VINTAGE CREAM,1,1/19/2011 15:20,4.25,17611,United Kingdom
564087,22348,TEA BAG PLATE RED RETROSPOT,12,8/23/2011 9:38,0.85,,Hong Kong
574856,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,23,11/7/2011 12:06,4.13,,United Kingdom
544087,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2/15/2011 17:02,1.25,17530,United Kingdom
580399,21154,RED RETROSPOT OVEN GLOVE ,7,12/4/2011 11:45,1.25,13471,United Kingdom
544201,22659,LUNCH BOX I LOVE LONDON,2,2/17/2011 10:11,2.46,,United Kingdom
551057,85066,CREAM SWEETHEART MINI CHEST,2,4/26/2011 11:59,12.75,16942,United Kingdom
537045,22156,HEART DECORATION WITH PEARLS ,4,12/5/2010 10:54,0.85,15038,United Kingdom
574682,22629,SPACEBOY LUNCH BOX ,1,11/6/2011 12:44,1.95,14963,United Kingdom
567671,23213,STAR WREATH DECORATION WITH BELL,1,9/21/2011 15:34,2.46,,United Kingdom
557315,21166,COOK WITH WINE METAL SIGN ,1,6/19/2011 16:02,2.08,15535,United Kingdom
542627,22025,RING OF ROSES BIRTHDAY CARD,12,1/31/2011 9:51,0.42,14426,United Kingdom
575477,22651,GENTLEMAN SHIRT REPAIR KIT ,4,11/9/2011 16:14,1.63,,United Kingdom
541570,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,192,1/19/2011 12:34,2.55,14646,Netherlands
568801,21217,RED RETROSPOT ROUND CAKE TINS,2,9/29/2011 10:46,9.95,14475,United Kingdom
542715,22383,LUNCH BAG SUKI  DESIGN ,10,1/31/2011 13:39,1.65,16403,United Kingdom
554415,22624,IVORY KITCHEN SCALES,4,5/24/2011 12:10,8.5,18202,United Kingdom
567673,23301,GARDENERS KNEELING PAD KEEP CALM ,1,9/21/2011 15:43,3.29,,United Kingdom
546136,21880,RED RETROSPOT TAPE,1,3/9/2011 16:32,0.42,,United Kingdom
562779,23298,SPOTTY BUNTING,1,8/9/2011 12:58,4.95,17841,United Kingdom
541648,22619,SET OF 6 SOLDIER SKITTLES,1,1/20/2011 11:15,3.75,17811,United Kingdom
575930,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,1,11/11/2011 17:58,1.63,,United Kingdom
549729,84745A,PINK HANGING GINGHAM EASTER HEN,4,4/11/2011 16:17,0.42,13634,United Kingdom
551351,85199L,LARGE HANGING IVORY & RED WOOD BIRD,24,4/28/2011 10:20,0.53,14298,United Kingdom
580615,22988,SOLDIERS EGG CUP ,24,12/5/2011 12:05,1.25,16873,United Kingdom
541564,21248,DOOR HANGER  MUM + DADS ROOM,1,1/19/2011 11:38,1.45,16904,United Kingdom
560260,15056BL,EDWARDIAN PARASOL BLACK,1,7/17/2011 13:32,5.95,14044,United Kingdom
564573,20728,LUNCH BAG CARS BLUE,1,8/26/2011 11:19,1.65,14606,United Kingdom
562892,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,8/10/2011 12:24,0.83,16292,United Kingdom
554033,20728,LUNCH BAG CARS BLUE,20,5/20/2011 14:06,1.65,16187,United Kingdom
C572448,M,Manual,-1,10/24/2011 12:28,259.79,,United Kingdom
567656,22423,REGENCY CAKESTAND 3 TIER,2,9/21/2011 14:40,24.96,14096,United Kingdom
561026,23344,JUMBO BAG 50'S CHRISTMAS ,2,7/24/2011 10:49,2.08,17265,United Kingdom
561967,21755,LOVE BUILDING BLOCK WORD,2,8/1/2011 13:11,5.95,12844,United Kingdom
564820,21212,PACK OF 72 RETROSPOT CAKE CASES,1,8/30/2011 12:16,1.25,,United Kingdom
579097,23581,JUMBO BAG PAISLEY PARK,20,11/28/2011 11:11,2.08,13758,United Kingdom
546365,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,3/11/2011 11:35,1.45,12520,Germany
562388,21212,PACK OF 72 RETROSPOT CAKE CASES,6,8/4/2011 15:52,0.55,18099,United Kingdom
574591,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,11/6/2011 10:47,2.08,15745,United Kingdom
543274,21500,PINK POLKADOT WRAP ,25,2/6/2011 12:48,0.42,17392,United Kingdom
546649,21094,SET/6 RED SPOTTY PAPER PLATES,3,3/15/2011 14:17,2.46,,United Kingdom
549746,22993,SET OF 4 PANTRY JELLY MOULDS,72,4/12/2011 10:38,1.06,15251,United Kingdom
548617,84991,60 TEATIME FAIRY CAKE CASES,120,4/1/2011 11:50,0.42,16592,United Kingdom
543625,22614,PACK OF 12 SPACEBOY TISSUES,24,2/10/2011 15:38,0.29,12583,France
557761,22610,PENS ASSORTED FUNNY FACE,36,6/22/2011 13:59,0.19,14214,United Kingdom
575668,22733,3D TRADITIONAL CHRISTMAS STICKERS,1,11/10/2011 14:59,1.25,18283,United Kingdom
581456,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,12/8/2011 18:42,1.25,17530,United Kingdom
563200,22798,ANTIQUE GLASS DRESSING TABLE POT,1,8/14/2011 10:49,2.95,13838,United Kingdom
559297,22065,CHRISTMAS PUDDING TRINKET POT ,6,7/7/2011 12:36,1.45,16743,United Kingdom
569124,22478,BIRDHOUSE GARDEN MARKER ,10,9/30/2011 13:15,1.25,15172,United Kingdom
538877,20718,RED RETROSPOT SHOPPER BAG,22,12/14/2010 15:29,3.36,,United Kingdom
570272,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,10/10/2011 10:45,1.45,14297,United Kingdom
563518,21520,BOOZE & WOMEN GREETING CARD ,12,8/17/2011 10:56,0.42,12421,Spain
570448,22386,JUMBO BAG PINK POLKADOT,10,10/10/2011 14:55,2.08,13224,United Kingdom
547245,22386,JUMBO BAG PINK POLKADOT,10,3/22/2011 8:49,1.95,14632,United Kingdom
556086,85114b,IVORY ENCHANTED FOREST PLACEMAT,6,6/8/2011 15:24,3.29,,United Kingdom
562275,22898,CHILDRENS APRON APPLES DESIGN,8,8/4/2011 10:04,1.95,12689,France
575698,22423,REGENCY CAKESTAND 3 TIER,1,11/10/2011 16:51,12.75,16094,United Kingdom
580999,22150,3 STRIPEY MICE FELTCRAFT,1,12/6/2011 17:49,1.95,17883,United Kingdom
553870,21034,REX CASH+CARRY JUMBO SHOPPER,2,5/19/2011 14:29,0.95,17980,United Kingdom
538659,22854,CREAM SWEETHEART EGG HOLDER,4,12/13/2010 15:36,4.95,14625,United Kingdom
547507,22586,FELTCRAFT HAIRBAND PINK AND BLUE,24,3/23/2011 13:39,0.85,16859,United Kingdom
572231,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,10/21/2011 14:41,0.85,13974,United Kingdom
581191,90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,2,12/7/2011 16:56,4.95,17449,United Kingdom
571716,20963,APPLE BATH SPONGE,3,10/18/2011 17:05,2.46,,United Kingdom
562540,23128,FELTCRAFT BOY JEAN-PAUL KIT,2,8/5/2011 15:38,4.95,17400,United Kingdom
550207,85150,LADIES & GENTLEMEN METAL SIGN,1,4/15/2011 10:38,4.96,,United Kingdom
546212,20754,RETROSPOT RED WASHING UP GLOVES,72,3/10/2011 11:33,1.69,14156,EIRE
563749,POST,POSTAGE,2,8/19/2011 10:10,40,12360,Austria
540026,22344,PARTY PIZZA DISH PINK POLKADOT,3,1/4/2011 13:25,0.43,,United Kingdom
568665,22211,WOOD STAMP SET FLOWERS,12,9/28/2011 12:52,0.83,13018,United Kingdom
574711,22794,SWEETHEART WIRE MAGAZINE RACK,2,11/6/2011 14:20,7.95,14517,United Kingdom
557776,21713,CITRONELLA CANDLE FLOWERPOT,8,6/22/2011 15:07,2.1,14422,United Kingdom
574699,23126,FELTCRAFT GIRL AMELIE KIT,4,11/6/2011 13:53,4.95,13040,United Kingdom
562688,85230A,OPIUM SCENTED VOTIVE CANDLE,24,8/8/2011 13:53,0.29,13869,United Kingdom
569261,23080,RED METAL BOX TOP SECRET,2,10/3/2011 11:34,8.25,17321,United Kingdom
549100,21155,RED RETROSPOT PEG BAG,18,4/6/2011 11:14,4.96,,United Kingdom
C575082,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,11/8/2011 13:30,2.55,12613,Germany
559055,20622,VIP PASSPORT COVER ,2,7/5/2011 17:09,1.63,,United Kingdom
563745,47566,PARTY BUNTING,16,8/19/2011 9:38,4.95,15159,United Kingdom
545086,22073,RED RETROSPOT STORAGE JAR,12,2/28/2011 11:43,3.75,12678,France
571441,22185,SLATE TILE NATURAL HANGING,1,10/17/2011 13:31,3.29,14096,United Kingdom
560926,84559A,3D SHEET OF DOG STICKERS,1,7/22/2011 9:20,0.79,,United Kingdom
559311,22980,PANTRY SCRUBBING BRUSH,24,7/7/2011 13:35,1.65,14459,United Kingdom
562156,21158,MOODY GIRL DOOR HANGER ,24,8/3/2011 11:35,0.39,14401,United Kingdom
572051,23516,EMBROIDERED RIBBON REEL SOPHIE  ,72,10/20/2011 12:24,3.29,14646,Netherlands
561321,23061,VINTAGE EMBOSSED HEART,6,7/26/2011 12:59,1.25,13668,United Kingdom
568898,21071,VINTAGE BILLBOARD DRINK ME MUG,12,9/29/2011 13:17,1.25,13354,United Kingdom
579516,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,11/29/2011 17:52,1.25,17841,United Kingdom
565434,22030,SWALLOWS GREETING CARD,12,9/4/2011 13:35,0.42,12867,United Kingdom
581439,22624,IVORY KITCHEN SCALES,1,12/8/2011 16:30,16.63,,United Kingdom
573585,23438, RED SPOT GIFT BAG LARGE,5,10/31/2011 14:41,2.46,,United Kingdom
562878,84836,ZINC METAL HEART DECORATION,2,8/10/2011 10:45,1.25,16241,United Kingdom
549248,79331,PINK FLOCK GLASS CANDLEHOLDER,8,4/7/2011 12:04,0.38,13892,United Kingdom
567860,22843,BISCUIT TIN VINTAGE GREEN,6,9/22/2011 13:53,4.67,18102,United Kingdom
539482,22537,MAGIC DRAWING SLATE DINOSAUR,2,12/19/2010 15:29,0.42,,United Kingdom
568050,21239,PINK  POLKADOT CUP,4,9/23/2011 12:38,0.85,15901,United Kingdom
580536,22090,PAPER BUNTING RETROSPOT,6,12/4/2011 16:07,2.95,12490,France
562045,22979,PANTRY WASHING UP BRUSH,12,8/2/2011 10:33,1.45,12644,Germany
539252,22190,LOCAL CAFE MUG,24,12/16/2010 14:17,0.85,17744,United Kingdom
545523,22846,BREAD BIN DINER STYLE RED ,1,3/3/2011 12:41,16.95,14524,United Kingdom
569651,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,10/5/2011 12:49,4.65,14534,United Kingdom
574936,20846,ZINC HEART LATTICE T-LIGHT HOLDER,4,11/7/2011 17:06,1.25,13066,United Kingdom
541421,21698,MOCK LOBSTER FRIDGE MAGNET,2,1/17/2011 17:44,1.63,,United Kingdom
542100,46000U,POLYESTER FILLER PAD 30CMx30CM,3,1/25/2011 13:15,1.25,15339,United Kingdom
574561,23198,PANTRY MAGNETIC  SHOPPING LIST,1,11/4/2011 15:52,3.29,,United Kingdom
